Timestamp(ms),Acc_X(g),Acc_Y(g),Acc_Z(g),Acc_Total(g),Gyro_X(deg/s),Gyro_Y(deg/s),Gyro_Z(deg/s),Pitch(deg),Roll(deg)
35050,0.7378,0.5181,-0.2778,0.9434,17.5610,3.1707,-8.1098,-59.60,92.11
35060,0.8496,0.3423,-0.1816,0.9338,27.4390,10.9146,-10.1220,-59.60,92.11
35070,0.8755,0.2378,-0.1367,0.9175,20.3049,2.7439,-8.4756,-60.09,94.95
35080,0.8784,0.2441,-0.1338,0.9215,2.8659,-10.0610,-7.8049,-60.09,94.95
35090,0.8838,0.3447,-0.1558,0.9613,-15.4878,-21.7073,-8.5976,-61.41,97.35
35100,0.8398,0.4570,-0.1758,0.9722,-27.1951,-31.0976,-6.7073,-61.41,97.35
35110,0.7764,0.5190,-0.1958,0.9542,-30.7317,-36.1585,-4.0244,-61.53,98.47
35120,0.7949,0.5190,-0.2080,0.9719,-29.3902,-37.2561,-3.1098,-61.53,98.47
35130,0.8213,0.5127,-0.1802,0.9848,-24.2073,-36.7073,-2.5610,-61.20,99.55
35140,0.8350,0.4673,-0.1396,0.9670,-22.1341,-38.2927,-2.0122,-61.20,99.55
35150,0.8384,0.4233,-0.1221,0.9471,-23.7805,-41.5854,-0.8537,-61.39,100.06
35160,0.8218,0.4214,-0.1055,0.9295,-24.8780,-44.0854,0.0610,-61.39,100.06
35170,0.8252,0.4434,-0.0728,0.9396,-24.2683,-42.6220,-0.3049,-61.86,100.23
35180,0.8325,0.4648,-0.0347,0.9541,-22.6220,-40.1220,-0.9146,-61.86,100.23
35190,0.8032,0.4927,-0.0181,0.9425,-20.7317,-40.1829,-0.0610,-62.11,99.43
35200,0.7954,0.5312,-0.0430,0.9575,-20.7927,-42.1341,0.6098,-62.11,99.43
35210,0.8330,0.5918,-0.0996,1.0267,-20.8537,-44.0854,-0.4268,-61.90,98.76
35220,0.8911,0.6333,-0.1812,1.1081,-20.4268,-46.7073,-3.9634,-61.90,98.76
35230,0.9233,0.6611,-0.2534,1.1636,-19.6951,-51.0366,-6.9512,-61.48,99.30
35240,0.8823,0.6963,-0.2427,1.1499,-8.9024,-50.5488,-8.6585,-61.48,99.30
35250,0.8442,0.6880,-0.1626,1.1011,8.9024,-42.1341,-10.3049,-60.80,100.21
35260,0.8647,0.6050,-0.0801,1.0584,23.9634,-32.1951,-11.7073,-60.80,100.21
35270,0.8999,0.5303,-0.0537,1.0459,30.7317,-27.6220,-12.6220,-60.49,100.16
35280,0.9282,0.5039,-0.0815,1.0593,26.7683,-31.9512,-12.8659,-60.49,100.16
35290,0.9346,0.5542,-0.1343,1.0948,18.9024,-40.6098,-12.6220,-60.85,100.30
35300,0.8901,0.6738,-0.1318,1.1242,17.7439,-45.0000,-13.3537,-60.85,100.30
35310,0.8330,0.7256,-0.1191,1.1111,26.7683,-42.5000,-15.9146,-60.40,100.54
35320,0.7939,0.7153,-0.1094,1.0742,41.4024,-35.8537,-18.0488,-60.40,100.54
35330,0.7837,0.6890,-0.0928,1.0476,54.5122,-27.9878,-20.1829,-59.45,100.73
35340,0.8096,0.6401,-0.1001,1.0369,59.9390,-23.6585,-21.8902,-59.45,100.73
35350,0.8047,0.6123,-0.0938,1.0155,62.5610,-22.5610,-21.2805,-58.85,101.08
35360,0.7778,0.6235,-0.0728,0.9996,68.1098,-20.0610,-19.5122,-58.85,101.08
35370,0.7437,0.6367,-0.0210,0.9792,80.7317,-11.7683,-16.4024,-58.26,101.25
35380,0.7295,0.6279,0.0635,0.9646,98.2317,3.0488,-13.9024,-58.26,101.25
35390,0.7422,0.5693,0.1504,0.9474,111.6463,16.9512,-12.3780,-57.32,100.43
35400,0.7378,0.4692,0.2148,0.9004,116.3415,23.4756,-11.2195,-57.32,100.43
35410,0.6953,0.3877,0.2715,0.8411,113.5976,25.3659,-10.1829,-56.88,97.98
35420,0.6245,0.3745,0.3604,0.8125,108.0488,28.5366,-8.8415,-56.88,97.98
35430,0.5112,0.3545,0.6128,0.8732,108.6585,34.8171,-8.2317,-55.96,93.76
35440,0.4429,0.1499,0.6450,0.7967,114.0854,50.2439,-5.3659,-55.96,93.76
35450,0.6396,0.0625,0.2422,0.6868,91.7073,55.2439,-6.6463,-53.28,86.72
35460,0.2930,0.3755,0.8711,0.9928,82.8659,45.5488,16.4024,-53.28,86.72
35470,0.5483,-0.1323,0.8765,1.0423,169.8171,124.3293,31.0976,-49.26,81.13
35480,1.4824,-1.2397,0.3213,1.9590,102.6829,143.7805,22.1951,-49.26,81.13
35490,2.1328,-1.0801,-0.7217,2.4973,-4.8171,89.8171,39.8780,-47.96,66.39
35500,1.9546,-0.4956,-1.1328,2.3129,-116.3415,0.6707,34.5122,-47.96,66.39
35510,1.2168,0.6553,-0.2290,1.4009,-108.1098,-7.1951,38.1098,-49.26,69.71
35520,0.9468,1.3447,0.2725,1.6670,2.1341,64.6341,26.7073,-49.26,69.71
35530,1.1030,1.2158,0.2031,1.6541,50.4878,89.7561,13.1098,-47.71,71.24
35540,1.0518,1.3140,0.3389,1.7168,34.7561,66.6463,12.3780,-47.71,71.24
35550,1.0122,1.3027,0.2949,1.6759,31.7073,50.3659,16.4634,-46.20,72.13
35560,1.0947,0.9526,0.1074,1.4552,46.0976,46.0366,24.2073,-46.20,72.13
35570,1.1313,0.4614,-0.0146,1.2219,57.2561,44.4512,30.8537,-47.96,74.61
35580,1.1621,0.0327,-0.1328,1.1701,44.6341,42.0732,31.2805,-47.96,74.61
35590,1.1284,-0.1421,-0.2354,1.1614,5.9146,29.3293,29.3293,-50.53,52.32
35600,0.9580,-0.0288,-0.2739,0.9968,-30.4268,15.9756,27.5000,-50.53,52.32
35610,0.8496,0.1899,-0.2871,0.9167,-46.0976,16.1585,24.0244,-52.13,61.32
35620,0.8271,0.4385,-0.1929,0.9558,-39.3902,27.7439,22.3780,-52.13,61.32
35630,0.8999,0.5552,-0.0659,1.0594,-22.8659,39.9390,21.6463,-52.37,64.66
35640,0.9907,0.4937,0.0366,1.1075,-7.0732,46.4634,22.4390,-52.37,64.66
35650,1.0288,0.3760,0.0488,1.0964,2.9268,47.8049,24.5732,-53.68,66.48
35660,0.9985,0.3159,0.0454,1.0483,1.0366,42.6829,26.1585,-53.68,66.48
35670,0.9917,0.2915,0.0034,1.0337,-6.7073,34.9390,24.8171,-55.36,68.70
35680,0.9834,0.2505,0.0312,1.0153,-10.6707,28.1707,22.9268,-55.36,68.70
35690,0.9653,0.2261,0.0166,0.9916,-9.7561,25.1220,19.5122,-57.27,70.33
35700,0.9229,0.2134,0.0479,0.9484,-10.0000,19.5732,16.4634,-57.27,70.33
35710,0.9141,0.2295,0.0107,0.9425,-11.5854,15.1220,13.4756,-59.00,71.92
35720,0.9448,0.3540,0.0723,1.0116,-19.6341,8.6585,8.3537,-59.00,71.92
35730,0.9785,0.4048,0.0684,1.0611,-18.8415,7.3171,7.7439,-59.76,72.60
35740,1.0239,0.3613,-0.0190,1.0860,-17.9878,6.9512,7.5610,-59.76,72.60
35750,0.9692,0.3760,-0.0293,1.0400,-21.1585,3.5976,7.3780,-60.62,74.60
35760,0.9185,0.3477,-0.0386,0.9828,-18.7805,3.7195,6.2805,-60.62,74.60
35770,0.9185,0.3062,-0.0327,0.9687,-11.5244,8.7195,4.7561,-61.63,76.64
35780,0.9277,0.2764,-0.0015,0.9680,-5.8537,11.8902,3.9024,-61.63,76.64
35790,0.9297,0.2197,0.0029,0.9553,-5.2439,11.4634,2.9878,-63.03,77.85
35800,0.9561,0.2500,-0.0283,0.9886,-9.6951,10.4268,2.0122,-63.03,77.85
35810,0.9478,0.3330,-0.0542,1.0060,-16.1585,9.3902,0.5488,-63.69,79.85
35820,0.9048,0.3794,-0.0449,0.9821,-10.5488,14.8171,-0.0000,-63.69,79.85
35830,0.9355,0.3623,-0.0244,1.0035,-1.7073,20.8537,-1.2195,-64.01,81.23
35840,0.9673,0.3062,-0.0063,1.0146,3.8415,24.3293,-1.8902,-64.01,81.23
35850,0.9653,0.2622,0.0332,1.0009,3.2317,24.6341,-2.6220,-64.86,81.42
35860,1.0239,0.2544,0.0542,1.0564,-3.8415,22.2561,-5.1220,-64.86,81.42
35870,1.0269,0.2939,0.0425,1.0689,-9.2073,17.1951,-6.5244,-65.60,81.37
35880,1.0015,0.3193,0.0464,1.0522,-8.3537,13.7195,-8.1098,-65.60,81.37
35890,1.0322,0.3057,0.0630,1.0784,-3.7805,12.3780,-12.5610,-66.25,81.04
35900,1.1021,0.2588,0.0854,1.1352,-0.5488,7.5610,-18.5366,-66.25,81.04
35910,1.1074,0.2964,0.1680,1.1586,5.0610,-1.0366,-22.9878,-66.92,79.02
35920,1.1558,0.3701,0.2397,1.2370,15.7317,-7.6829,-31.1585,-66.92,79.02
35930,1.3320,0.4165,0.2471,1.4173,24.9390,-14.3293,-43.9024,-67.36,77.28
35940,1.4307,0.4604,0.2476,1.5232,33.5976,-23.0488,-54.2073,-67.36,77.28
35950,1.4116,0.4551,0.2222,1.4997,40.3049,-31.2195,-60.6098,-67.93,76.31
35960,1.3398,0.4175,0.1509,1.4115,35.9756,-41.1585,-62.6220,-67.93,76.31
35970,1.2207,0.3726,0.0649,1.2779,21.8293,-51.3415,-58.6585,-68.88,76.89
35980,1.0942,0.3496,0.0093,1.1488,8.1098,-54.0244,-50.9146,-68.88,76.89
35990,1.0059,0.3735,-0.0249,1.0733,-2.3780,-50.6098,-44.3902,-69.41,78.56
36000,0.9497,0.4824,-0.1182,1.0717,-13.1707,-49.0244,-41.4024,-69.41,78.56
36010,0.8877,0.6094,-0.2095,1.0969,-15.9756,-49.3293,-37.0122,-68.31,81.46
36020,0.8799,0.5542,-0.3232,1.0890,-2.6220,-41.6463,-32.8049,-68.31,81.46
36030,0.8242,0.3896,-0.2310,0.9405,11.3415,-34.0854,-26.9512,-67.91,85.48
36040,0.8145,0.1797,-0.0508,0.8356,19.7561,-22.3780,-20.3659,-67.91,85.48
36050,0.8867,-0.0122,0.0469,0.8880,13.5976,-14.5732,-17.1341,-69.94,75.59
36060,0.8633,-0.0347,0.1328,0.8741,-11.8902,-22.2561,-15.6098,-69.94,75.59
36070,0.8018,0.0884,0.1494,0.8203,-46.5244,-37.5610,-15.9756,-71.06,70.68
36080,0.7676,0.2822,0.0991,0.8238,-71.5854,-48.3537,-16.6463,-71.06,70.68
36090,0.7227,0.4224,0.0942,0.8423,-76.7073,-49.3902,-15.1829,-70.31,70.66
36100,0.7036,0.4473,0.1060,0.8404,-67.1341,-42.1951,-11.3415,-70.31,70.66
36110,0.7129,0.4097,0.1348,0.8332,-52.6220,-31.8902,-6.7073,-69.45,70.30
36120,0.7119,0.3560,0.1802,0.8161,-41.8902,-24.1463,-1.5854,-69.45,70.30
36130,0.7065,0.3193,0.2051,0.8020,-38.7805,-20.2439,3.9634,-68.86,68.65
36140,0.6870,0.3311,0.1938,0.7869,-40.8537,-18.5366,9.3902,-68.86,68.65
36150,0.6816,0.3799,0.1426,0.7933,-43.4756,-16.9512,14.5732,-68.05,68.34
36160,0.6406,0.4517,0.1245,0.7937,-39.0244,-12.0122,20.1829,-68.05,68.34
36170,0.6133,0.4897,0.1655,0.8021,-26.2195,0.4878,24.6951,-66.23,68.40
36180,0.6992,0.4604,0.2041,0.8617,-12.3780,16.2195,27.3171,-66.23,68.40
36190,0.8101,0.3818,0.1943,0.9164,-4.5122,26.5244,29.1463,-65.58,67.82
36200,0.8809,0.3145,0.1821,0.9529,-5.0000,30.0610,30.7317,-65.58,67.82
36210,0.8999,0.2886,0.2041,0.9668,-9.5732,31.3415,32.1341,-65.59,66.43
36220,0.9136,0.2637,0.2515,0.9836,-17.3780,32.5000,32.6829,-65.59,66.43
36230,0.9385,0.2227,0.2803,1.0044,-29.2073,32.2561,32.7439,-65.66,63.37
36240,0.9380,0.2168,0.2734,1.0008,-43.2927,29.2683,33.2927,-65.66,63.37
36250,0.9185,0.2759,0.2476,0.9904,-56.1585,26.1585,33.1098,-65.66,61.33
36260,0.9106,0.3501,0.2056,0.9970,-64.6341,24.2683,32.5000,-65.66,61.33
36270,0.8896,0.4062,0.1533,0.9900,-67.5610,23.2927,33.2317,-65.28,61.53
36280,0.8477,0.4556,0.1631,0.9760,-64.8171,25.6707,34.6341,-65.28,61.53
36290,0.8330,0.4580,0.2075,0.9730,-56.8293,33.3537,36.0366,-64.34,61.42
36300,0.8633,0.3882,0.2153,0.9707,-49.3902,41.6463,38.3537,-64.34,61.42
36310,0.9219,0.3052,0.1865,0.9888,-47.9878,45.2439,39.5732,-64.38,60.71
36320,0.9067,0.2529,0.1597,0.9548,-53.4146,42.8049,39.6341,-64.38,60.71
36330,0.8633,0.2690,0.1182,0.9119,-65.6098,38.6585,39.7561,-64.71,60.67
36340,0.8862,0.3599,0.0459,0.9576,-82.4390,32.7439,38.3537,-64.71,60.67
36350,0.9346,0.4941,-0.0596,1.0588,-96.5854,24.6951,37.0122,-64.22,63.42
36360,0.9360,0.6338,-0.1445,1.1396,-102.8049,17.9268,36.4024,-64.22,63.42
36370,0.8789,0.6665,-0.2300,1.1268,-98.8415,15.7317,35.7317,-62.78,67.10
36380,0.8506,0.5630,-0.3984,1.0951,-89.0244,16.0366,34.0244,-62.78,67.10
36390,0.8516,0.5386,-0.5615,1.1535,-81.0976,10.9756,30.0000,-61.16,73.28
36400,0.8442,0.6411,-0.6733,1.2558,-77.9878,-2.9878,25.0000,-61.16,73.28
36410,0.7710,0.7402,-0.7466,1.3038,-74.8171,-18.7195,19.8780,-58.84,78.80
36420,0.6387,0.7549,-0.7612,1.2479,-64.9390,-26.1585,17.1341,-58.84,78.80
36430,0.5508,0.6978,-0.7432,1.1587,-52.6829,-25.5488,14.3902,-56.02,84.13
36440,0.6299,0.7100,-0.5674,1.1058,-42.3780,-22.2561,8.2927,-56.02,84.13
36460,0.7896,0.9336,0.7754,1.4478,58.6585,53.8415,8.3537,-53.55,84.43
36470,1.8418,0.1016,0.7041,1.9744,112.3781,85.9146,1.4634,-53.55,84.43
36480,2.4136,-0.1714,0.3086,2.4393,111.8293,55.7927,12.8049,-54.31,77.82
36490,1.7202,0.4048,0.2085,1.7795,67.8049,-3.6585,9.4512,-54.31,77.82
36500,1.0947,0.6904,0.1348,1.3013,-6.2805,-62.3171,8.7805,-56.43,76.92
36510,0.8257,0.6807,0.0283,1.0704,-37.5000,-79.7561,9.3293,-56.43,76.92
36520,0.8350,0.4429,-0.0889,0.9493,-29.6341,-74.9390,9.0244,-56.55,77.65
36530,0.8682,0.1572,-0.1904,0.9026,-7.0732,-63.7805,13.9634,-56.55,77.65
36540,0.8896,0.1289,-0.1650,0.9140,17.0732,-42.6829,11.6463,-58.88,83.87
36550,1.0068,0.1377,-0.0347,1.0168,29.6951,-24.0854,1.5854,-58.88,83.87
36560,1.1147,0.0620,0.0640,1.1183,33.4756,-15.5488,-3.9634,-61.41,86.16
36570,1.1309,0.0581,0.0928,1.1361,18.6585,-19.8171,-6.9512,-61.41,86.16
36580,1.0596,0.1201,0.1338,1.0747,-12.3780,-34.5732,-7.0732,-63.89,80.92
36590,0.9824,0.2944,0.0010,1.0256,-37.8659,-43.6585,-5.9146,-63.89,80.92
36600,0.9175,0.5166,-0.0435,1.0538,-46.7073,-46.0976,-7.1341,-65.23,81.47
36610,0.8755,0.5498,-0.0400,1.0346,-26.2805,-34.8780,-6.2805,-65.23,81.47
36620,0.9199,0.4033,-0.0273,1.0048,5.1829,-14.3902,-5.1220,-64.80,82.50
36630,1.0068,0.2256,-0.0010,1.0318,17.6829,-3.9634,-4.9390,-64.80,82.50
36640,1.0171,0.1572,0.0234,1.0294,9.6341,-6.6463,-4.5122,-66.09,83.44
36650,0.9946,0.1699,0.0190,1.0092,-10.0000,-16.9512,-4.7561,-66.09,83.44
36660,0.9336,0.2739,0.0859,0.9767,-24.8780,-25.9146,-3.7195,-67.66,83.36
36670,0.9492,0.3369,0.0166,1.0074,-20.0610,-22.3171,-5.3049,-67.66,83.36
36680,0.9561,0.3706,0.0151,1.0255,-17.8049,-22.7439,-5.3659,-68.14,83.56
36690,0.9712,0.3086,0.0059,1.0191,-9.8780,-20.9756,-5.4878,-68.14,83.56
36700,0.9849,0.2329,0.0151,1.0121,-3.4146,-19.0244,-6.1585,-68.75,84.01
36710,0.9819,0.2358,0.0342,1.0104,-4.9390,-21.4634,-7.9268,-68.75,84.01
36720,1.0044,0.2676,0.0244,1.0397,-9.7561,-26.0976,-10.4878,-69.70,83.74
36730,1.0088,0.2842,0.0615,1.0499,-7.7439,-28.5976,-13.1098,-69.70,83.74
36740,0.9990,0.2314,0.0610,1.0273,0.6707,-27.8659,-13.7195,-70.38,83.07
36750,0.9995,0.1899,0.0171,1.0175,-0.4268,-30.7317,-13.8415,-70.38,83.07
36760,0.9287,0.2627,0.0210,0.9654,-8.6585,-37.8659,-13.6585,-71.54,83.25
36770,0.8682,0.3521,-0.0156,0.9370,-12.1951,-42.1951,-14.0854,-71.54,83.25
36780,0.8726,0.4175,-0.0439,0.9683,-7.3780,-41.7073,-15.4878,-71.56,84.07
36790,0.9326,0.4414,-0.0137,1.0319,6.0976,-37.8659,-17.0122,-71.56,84.07
36800,1.0269,0.3833,0.0542,1.0974,23.4756,-32.1341,-18.1707,-71.21,84.89
36810,1.0723,0.2573,0.0352,1.1033,30.7927,-31.0976,-16.6463,-71.21,84.89
36820,1.0200,0.1899,-0.0679,1.0398,21.5854,-37.6220,-15.3659,-72.01,84.90
36830,0.9351,0.2480,-0.1440,0.9781,2.9878,-45.9146,-14.9390,-72.01,84.90
36840,0.8853,0.4097,-0.1479,0.9866,-9.6341,-49.3293,-16.0366,-72.51,88.45
36850,0.8965,0.4585,-0.1260,1.0148,-6.2805,-45.9146,-17.3171,-72.51,88.45
36860,0.9438,0.4053,-0.1646,1.0403,5.4268,-38.2317,-18.4146,-71.88,90.09
36870,0.9536,0.3535,-0.1904,1.0347,10.9756,-31.9512,-20.2439,-71.88,90.09
36880,0.9263,0.3511,-0.1655,1.0043,7.9268,-30.8537,-23.1098,-71.70,93.01
36890,0.9233,0.2588,-0.1582,0.9719,7.6829,-30.0000,-27.3171,-71.70,93.01
36900,0.9351,0.1611,-0.1914,0.9680,15.4878,-24.8171,-30.0000,-71.98,95.92
36910,0.9805,0.2637,-0.1548,1.0270,16.5854,-21.5854,-34.3902,-72.24,98.52
36920,1.0698,0.3091,-0.1484,1.1234,11.1585,-20.3659,-39.9390,-72.24,98.52
36930,1.0522,0.3457,-0.1084,1.1129,6.8293,-22.8049,-37.9268,-72.32,99.47
36940,0.9092,0.4370,-0.1196,1.0158,3.2317,-24.9390,-34.3902,-72.32,99.47
36950,0.8413,0.4731,-0.2051,0.9868,-5.8537,-24.5122,-34.5732,-71.16,100.81
36960,0.7749,0.5298,-0.2397,0.9688,-11.7683,-21.7683,-32.9268,-71.16,100.81
36970,0.6997,0.5537,-0.2578,0.9288,-8.2927,-17.6220,-29.3902,-69.09,102.16
36980,0.6997,0.5034,-0.2046,0.8859,1.3415,-9.8171,-29.2683,-69.09,102.16
36990,0.7861,0.4268,-0.1592,0.9086,18.4756,2.8049,-29.6341,-68.15,103.15
37000,0.8735,0.3398,-0.1729,0.9531,30.1220,12.0122,-27.8659,-68.15,103.15
37010,0.9170,0.2822,-0.1841,0.9769,27.3780,13.8415,-24.1463,-68.19,105.39
37020,0.9214,0.3296,-0.1729,0.9937,16.6463,11.8293,-20.5488,-68.19,105.39
37030,0.9219,0.4019,-0.1553,1.0176,5.4878,10.0000,-18.7195,-67.78,106.02
37040,0.8960,0.4468,-0.1333,1.0100,-3.0488,8.2927,-16.4024,-67.78,106.02
37050,0.8770,0.4609,-0.1250,0.9986,-7.6829,7.7439,-14.2683,-67.07,105.86
37060,0.8755,0.4663,-0.1265,1.0000,-8.2317,8.5976,-12.3171,-67.07,105.86
37070,0.8818,0.4751,-0.1221,1.0091,-5.3049,9.9390,-10.3049,-66.37,105.67
37080,0.9072,0.4771,-0.1177,1.0317,-0.9146,12.1951,-9.0854,-66.37,105.67
37090,0.9146,0.4766,-0.1143,1.0376,2.1951,13.6585,-7.8049,-65.79,105.47
37100,0.8726,0.4526,-0.1001,0.9881,2.5610,12.9268,-5.7317,-65.79,105.47
37110,0.8276,0.4126,-0.0962,0.9298,1.0976,12.5610,-4.0244,-65.39,105.25
37120,0.8354,0.3853,-0.1128,0.9269,-1.0366,13.4146,-3.4146,-65.39,105.25
37130,0.8638,0.3940,-0.1445,0.9603,-4.4512,12.9268,-3.2317,-65.14,105.70
37140,0.8755,0.4448,-0.1284,0.9904,-8.6585,10.1220,-3.4756,-65.14,105.70
37150,0.9209,0.4600,-0.0928,1.0335,-6.2805,10.3659,-4.0854,-64.83,105.21
37160,0.9917,0.4199,-0.0659,1.0790,0.9756,14.0244,-4.0244,-64.83,105.21
37170,1.0220,0.3740,-0.0615,1.0900,3.3537,14.2073,-3.6585,-65.19,104.65
37180,0.9917,0.3706,-0.0781,1.0616,-3.5366,8.7805,-2.5000,-65.19,104.65
37190,0.9043,0.4185,-0.0845,1.0000,-12.7439,1.7073,-0.5488,-65.13,104.21
37200,0.8232,0.4668,-0.0874,0.9504,-17.3171,-1.7073,0.4268,-65.13,104.21
37210,0.8218,0.4946,-0.0869,0.9631,-17.3171,-1.5244,0.7927,-64.48,103.63
37220,0.8813,0.5029,-0.1108,1.0208,-13.9634,0.5488,1.4024,-64.48,103.63
37230,0.9058,0.4917,-0.1353,1.0395,-10.8537,2.0122,2.6220,-64.08,103.71
37240,0.8848,0.4648,-0.1479,1.0103,-8.9634,3.1098,3.8415,-64.08,103.71
37250,0.8726,0.4468,-0.1333,0.9893,-7.1951,4.6951,3.0488,-63.82,103.94
37260,0.8784,0.4316,-0.0767,0.9817,-3.7195,6.8902,1.2805,-63.82,103.94
37270,0.8994,0.3750,-0.0649,0.9766,1.2805,10.0610,2.0732,-64.05,103.54
37280,0.9570,0.3271,-0.0996,1.0163,1.2195,12.3780,3.2317,-64.05,103.54
37290,0.9692,0.3525,-0.1299,1.0395,-3.7195,10.4268,3.4756,-64.43,104.17
37300,0.9194,0.4023,-0.1348,1.0126,-9.7561,6.7073,3.4756,-64.43,104.17
37310,0.8735,0.4312,-0.1328,0.9832,-13.4146,5.0610,3.9634,-64.21,104.35
37320,0.8579,0.4526,-0.1240,0.9779,-14.5732,5.5488,4.3293,-64.21,104.35
37330,0.8887,0.4521,-0.0947,1.0016,-13.7805,6.8293,4.2073,-63.98,103.97
37340,0.9131,0.4434,-0.0762,1.0179,-11.4634,7.9268,3.7195,-63.98,103.97
37350,0.9141,0.4272,-0.0791,1.0121,-10.9146,7.4390,4.0854,-63.98,103.52
37360,0.9038,0.4106,-0.0933,0.9971,-11.4634,6.7683,4.8780,-63.98,103.52
37370,0.8989,0.4087,-0.1060,0.9931,-11.5244,6.5854,5.1829,-64.00,103.52
37380,0.9043,0.4126,-0.1089,0.9999,-11.2195,6.2805,4.7561,-64.00,103.52
37390,0.9185,0.4185,-0.0933,1.0136,-9.6341,6.7073,4.2683,-64.04,103.34
37400,0.9224,0.4062,-0.0718,1.0104,-7.3171,7.3780,4.3293,-64.04,103.34
37410,0.9214,0.3892,-0.0630,1.0022,-7.0122,7.2561,4.0854,-64.25,102.86
37420,0.9297,0.3975,-0.0649,1.0132,-8.7805,6.0976,3.4146,-64.25,102.86
37430,0.9160,0.4238,-0.0674,1.0116,-10.3659,4.2073,3.1098,-64.28,102.39
37440,0.9111,0.4360,-0.0703,1.0125,-9.5732,4.2073,2.9878,-64.28,102.39
37450,0.9268,0.4287,-0.0679,1.0234,-6.8902,5.6707,2.5610,-64.29,101.98
37460,0.9277,0.4082,-0.0747,1.0163,-5.1220,6.2195,2.9268,-64.29,101.98
37470,0.9253,0.3926,-0.0850,1.0087,-4.9390,6.0976,3.2927,-64.46,101.96
37480,0.9302,0.3936,-0.0859,1.0137,-6.7683,6.0976,2.9878,-64.46,101.96
37490,0.9141,0.4155,-0.0532,1.0055,-12.3780,3.7195,2.7439,-64.52,101.38
37500,0.9365,0.4253,-0.0508,1.0298,-14.8171,3.4756,2.2561,-64.52,101.38
37510,0.9175,0.4390,-0.0503,1.0183,-15.6098,2.5610,2.6220,-64.47,100.76
37520,0.8892,0.4385,-0.0581,0.9931,-15.1220,2.1951,3.1098,-64.47,100.76
37530,0.8984,0.4414,-0.0757,1.0039,-13.7805,3.1098,2.5610,-64.35,100.53
37540,0.9111,0.4375,-0.0815,1.0140,-12.8659,3.2927,2.3171,-64.35,100.53
37550,0.9106,0.4136,-0.0713,1.0027,-10.7317,3.7805,2.1951,-64.41,100.36
37560,0.9185,0.3853,-0.0596,0.9978,-7.6220,5.2439,1.7683,-64.41,100.36
37570,0.9380,0.3633,-0.0483,1.0070,-6.0366,5.8537,1.0976,-64.78,100.03
37580,0.9434,0.3569,-0.0469,1.0097,-5.8537,4.8780,0.6707,-64.78,100.03
37590,0.9380,0.3726,-0.0410,1.0101,-6.5854,3.3537,-0.0610,-65.09,99.59
37600,0.9399,0.3994,-0.0273,1.0217,-6.7073,2.3171,-1.0976,-65.09,99.59
37610,0.9365,0.4111,-0.0249,1.0231,-6.6463,1.4634,-1.0366,-65.20,98.92
37620,0.9302,0.4165,-0.0366,1.0198,-7.6829,0.5488,-0.7927,-65.20,98.92
37630,0.9229,0.4302,-0.0483,1.0193,-9.1463,-1.0366,-0.5488,-65.17,98.59
37640,0.9023,0.4448,-0.0459,1.0071,-9.0854,-2.0122,-0.6707,-65.17,98.59
37650,0.8892,0.4409,-0.0537,0.9939,-8.1098,-2.1341,-0.7927,-65.02,98.35
37660,0.8984,0.4429,-0.0649,1.0038,-7.2561,-1.8293,-1.0366,-65.02,98.35
37670,0.9062,0.4541,-0.0542,1.0151,-5.9756,-1.8293,-1.7073,-64.86,98.14
37680,0.9180,0.4429,-0.0488,1.0204,-3.1707,-0.8537,-1.8902,-64.86,98.14
37690,0.9287,0.4160,-0.0498,1.0188,-1.4024,-0.2439,-1.7073,-64.94,98.00
37700,0.9224,0.3931,-0.0562,1.0042,-1.7683,-0.9756,-1.5244,-64.94,98.00
37710,0.9092,0.3809,-0.0625,0.9877,-2.4390,-1.7073,-1.5854,-65.17,98.11
37720,0.9058,0.3853,-0.0610,0.9862,-3.5366,-2.1341,-1.5244,-65.17,98.11
37730,0.9033,0.4106,-0.0532,0.9937,-4.5122,-2.5000,-1.3415,-65.21,98.00
37740,0.9062,0.4277,-0.0571,1.0037,-4.5122,-2.4390,-1.2195,-65.21,98.00
37750,0.9189,0.4434,-0.0532,1.0217,-2.9878,-1.6463,-1.5854,-65.11,97.85
37760,0.9189,0.4434,-0.0542,1.0217,-0.1829,-1.0366,-1.6463,-65.11,97.85
37770,0.9048,0.4204,-0.0518,0.9990,2.1341,-0.6098,-1.0976,-65.10,97.79
37780,0.9023,0.4038,-0.0547,0.9901,2.1951,-0.4878,-0.7317,-65.10,97.79
37790,0.9106,0.4087,-0.0596,0.9999,0.0610,-1.2195,-0.9146,-65.16,97.84
37800,0.9097,0.4248,-0.0605,1.0058,-2.0122,-2.0732,-0.8537,-65.16,97.84
37810,0.9072,0.4390,-0.0566,1.0094,-2.0732,-1.9512,-0.5488,-65.06,97.77
37820,0.9155,0.4370,-0.0615,1.0163,-0.6098,-0.8537,-0.3659,-65.06,97.77
37830,0.9204,0.4268,-0.0645,1.0166,0.7927,-0.1829,-0.5488,-65.04,97.86
37840,0.9199,0.4092,-0.0537,1.0083,1.3415,-0.1829,-0.7317,-65.04,97.86
37850,0.9189,0.3945,-0.0532,1.0015,1.6463,-0.3049,-0.6098,-65.20,97.86
37860,0.9233,0.3926,-0.0566,1.0049,0.9756,-0.6707,-0.4878,-65.20,97.86
