Timestamp(ms),Acc_X(g),Acc_Y(g),Acc_Z(g),Acc_Total(g),Gyro_X(deg/s),Gyro_Y(deg/s),Gyro_Z(deg/s),Pitch(deg),Roll(deg)
37870,0.9165,0.4062,-0.0615,1.0044,-0.4268,-1.3415,-0.3659,-65.28,97.93
37880,0.8950,0.4170,-0.0688,0.9898,-1.5244,-2.3171,-0.0000,-65.28,97.93
37890,0.8833,0.4282,-0.0649,0.9838,-1.4024,-2.3780,-0.0610,-65.16,97.99
37900,0.9009,0.4360,-0.0586,1.0026,-0.3659,-1.4024,-0.3049,-65.16,97.99
37910,0.9185,0.4277,-0.0635,1.0152,0.5488,-0.9756,-0.1829,-65.13,98.04
37920,0.9126,0.4224,-0.0645,1.0077,1.4634,-0.9756,0.0610,-65.13,98.04
37930,0.9116,0.4131,-0.0688,1.0032,2.0122,-0.6098,-0.0000,-65.16,98.20
37940,0.9189,0.4097,-0.0713,1.0086,2.0732,-0.4878,-0.1220,-65.16,98.20
37950,0.9194,0.4087,-0.0674,1.0084,2.2561,-0.4268,-0.1220,-65.22,98.33
37960,0.9194,0.4019,-0.0581,1.0051,2.1951,-0.4268,-0.2439,-65.22,98.33
37970,0.9224,0.4038,-0.0513,1.0082,1.3415,-0.7317,-0.1829,-65.32,98.24
37980,0.9165,0.4136,-0.0620,1.0074,-0.0610,-1.2805,-0.1220,-65.32,98.24
37990,0.9092,0.4287,-0.0645,1.0073,-0.6707,-1.8293,-0.1829,-65.26,98.26
38000,0.9185,0.4395,-0.0547,1.0196,-0.6707,-1.5244,-0.4878,-65.26,98.26
38010,0.9253,0.4224,-0.0581,1.0188,-0.7317,-1.1585,-0.3049,-65.27,98.21
38020,0.9170,0.4121,-0.0664,1.0075,-1.7073,-1.7073,0.0610,-65.27,98.21
38030,0.9141,0.4141,-0.0786,1.0065,-3.3537,-2.3780,-0.1220,-65.29,98.44
38040,0.9023,0.4199,-0.0815,0.9986,-4.0244,-2.5000,-0.0000,-65.29,98.44
38050,0.8940,0.4150,-0.0742,0.9885,-2.7439,-1.8293,-0.0000,-65.25,98.58
38060,0.9014,0.4033,-0.0688,0.9899,-0.6707,-0.3659,-0.1829,-65.25,98.58
38070,0.9165,0.4004,-0.0640,1.0022,0.1829,0.5488,0.0610,-65.33,98.63
38080,0.9180,0.3999,-0.0708,1.0038,0.0000,0.4268,0.3049,-65.33,98.63
38090,0.9131,0.4033,-0.0747,1.0010,-0.5488,0.3659,0.1829,-65.38,98.81
38100,0.9150,0.4082,-0.0815,1.0053,-1.2195,0.4268,0.1220,-65.38,98.81
38110,0.9141,0.4111,-0.0771,1.0052,-1.3415,0.4878,0.2439,-65.38,98.98
38120,0.9097,0.4102,-0.0732,1.0005,-1.1585,0.6707,0.3659,-65.38,98.98
38130,0.9038,0.4214,-0.0625,0.9992,-1.2195,0.6098,-0.0000,-65.31,98.92
38140,0.9028,0.4321,-0.0542,1.0024,-0.4878,0.8537,-0.3659,-65.31,98.92
38150,0.9087,0.4253,-0.0552,1.0048,0.7317,1.4024,-0.3049,-65.24,98.77
38160,0.9194,0.4243,-0.0562,1.0142,0.5488,1.3415,-0.3049,-65.24,98.77
38170,0.9243,0.4292,-0.0596,1.0208,-0.2439,0.6707,-0.1829,-65.20,98.68
38180,0.9185,0.4185,-0.0669,1.0115,-0.5488,0.0610,-0.0000,-65.20,98.68
38190,0.9131,0.4048,-0.0688,1.0012,-0.1829,0.1829,-0.0000,-65.26,98.78
38200,0.9121,0.4023,-0.0723,0.9995,-0.1220,0.3049,0.0610,-65.26,98.78
38210,0.9009,0.4067,-0.0742,0.9912,-0.6098,0.0610,-0.1220,-65.26,98.93
38220,0.8960,0.4092,-0.0674,0.9873,-0.6098,0.1829,-0.1829,-65.26,98.93
38230,0.9121,0.4170,-0.0601,1.0047,-0.1829,0.9756,-0.3659,-65.25,98.85
38240,0.9233,0.4214,-0.0654,1.0171,0.2439,1.3415,-0.3049,-65.25,98.85
38250,0.9170,0.4170,-0.0679,1.0096,0.1829,1.2195,0.0610,-65.24,98.89
38260,0.9126,0.4146,-0.0713,1.0049,0.1220,1.2805,-0.0000,-65.24,98.89
38270,0.9121,0.4116,-0.0713,1.0032,-0.4878,1.1585,-0.1220,-65.24,98.98
38280,0.9058,0.4160,-0.0708,0.9992,-1.2805,0.9146,-0.0000,-65.24,98.98
38290,0.8970,0.4229,-0.0669,0.9939,-1.3415,0.9756,-0.0610,-65.16,98.97
38300,0.9092,0.4224,-0.0649,1.0046,-0.3659,1.7683,-0.1220,-65.16,98.97
38310,0.9214,0.4155,-0.0674,1.0130,-0.1220,2.1341,-0.1220,-65.17,98.99
38320,0.9116,0.4043,-0.0688,0.9996,-1.6463,1.4634,0.1220,-65.17,98.99
38330,0.9058,0.4092,-0.0698,0.9963,-2.0732,1.3415,0.2439,-65.18,99.04
38340,0.9043,0.4150,-0.0688,0.9974,-1.8293,1.7073,0.1829,-65.18,99.04
38350,0.9165,0.4204,-0.0630,1.0103,-0.9146,2.4390,-0.0000,-65.15,98.98
38360,0.9219,0.4229,-0.0635,1.0162,-0.0610,2.8049,0.1220,-65.15,98.98
38370,0.9116,0.4189,-0.0596,1.0050,0.1220,2.5000,0.3659,-65.12,98.90
38380,0.9155,0.4219,-0.0527,1.0094,0.3659,2.6220,-0.1220,-65.12,98.90
